Sample #,Image Type,Query,True Label,Model Response,Correctness Score
Sample 72,Super Sharp and Super Saturated,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,"The two rightmost values of the blue graph are 67 and 63. 

Adding them: 67 + 63 = 130

Multiplying by 3: 130 * 3 = 390

The result is 390.",1.0
Sample 73,Baseline,What's the leftmost value of confidence graph?,41,The leftmost value of the confidence graph is 33.,0.0
Sample 73,Black and White,What's the leftmost value of confidence graph?,41,47,0.0
Sample 73,Vertically Stretched,What's the leftmost value of confidence graph?,41,41,1.0
Sample 73,Horizontally Stretched,What's the leftmost value of confidence graph?,41,The leftmost value of confidence is 41%.,1.0
Sample 73,Squeezed Vertically,What's the leftmost value of confidence graph?,41,41,1.0
Sample 73,Squeezed Horizontally,What's the leftmost value of confidence graph?,41,"The leftmost value for ""Confidence"" is 33%.",0.0
Sample 73,Downscaled,What's the leftmost value of confidence graph?,41,The leftmost value of the confidence graph is 41.,1.0
Sample 73,Upscaled,What's the leftmost value of confidence graph?,41,41,1.0
Sample 73,Increased Saturation,What's the leftmost value of confidence graph?,41,The leftmost value of the confidence graph is 33%.,0.0
Sample 73,Super Increased Saturation,What's the leftmost value of confidence graph?,41,47,0.0
Sample 73,Decreased Saturation,What's the leftmost value of confidence graph?,41,33,0.0
Sample 73,Super Decreased Saturation,What's the leftmost value of confidence graph?,41,"The leftmost value of the ""Confidence"" graph is 33.",0.0
Sample 73,Increased Brightness,What's the leftmost value of confidence graph?,41,21%,0.0
Sample 73,Super Increased Brightness,What's the leftmost value of confidence graph?,41,The leftmost value of the confidence graph is 18.,0.0
Sample 73,Decreased Brightness,What's the leftmost value of confidence graph?,41,The leftmost value of the confidence graph is 33%.,0.0
Sample 73,Super Decreased Brightness,What's the leftmost value of confidence graph?,41,The leftmost value of confidence is 33%.,0.0
Sample 73,Increased Contrast,What's the leftmost value of confidence graph?,41,"The leftmost value of the ""Confidence"" graph is 33.",0.0
Sample 73,Super Increased Contrast,What's the leftmost value of confidence graph?,41,21%,0.0
Sample 73,Decreased Contrast,What's the leftmost value of confidence graph?,41,33,0.0
Sample 73,Super Decreased Contrast,What's the leftmost value of confidence graph?,41,The leftmost value of the confidence graph is 33.,0.0
Sample 73,Increased Sharpness,What's the leftmost value of confidence graph?,41,The leftmost value of the confidence graph is 33%.,0.0
Sample 73,Super Increased Sharpness,What's the leftmost value of confidence graph?,41,The leftmost value of confidence is 26%.,0.0
Sample 73,Decreased Sharpness,What's the leftmost value of confidence graph?,41,The leftmost value of the confidence graph is 27%.,0.0
Sample 73,Super Decreased Sharpness,What's the leftmost value of confidence graph?,41,The leftmost value for confidence is 33.,0.0
Sample 73,Inverted,What's the leftmost value of confidence graph?,41,33%,0.6
Sample 73,Super Sharp and Super Saturated,What's the leftmost value of confidence graph?,41,The leftmost value of confidence is 33.,0.0
Sample 74,Baseline,Is the sum of first three value of blue graph greater than 200?,No,"No, the sum of the first three values of the blue graph is 145 (47 + 50 + 48).",0.9
Sample 74,Black and White,Is the sum of first three value of blue graph greater than 200?,No,"Yes, the sum of the first three values of the blue graph (confidence) is 102 (33 + 30 + 39), which is not greater than 200.",1.0
Sample 74,Vertically Stretched,Is the sum of first three value of blue graph greater than 200?,No,"No, the sum is 143 (47 + 45 + 50).",1.0
Sample 74,Horizontally Stretched,Is the sum of first three value of blue graph greater than 200?,No,"No, the sum of the first three values of the blue graph (47, 45, 50) is 142, which is not greater than 200.",1.0
Sample 74,Squeezed Vertically,Is the sum of first three value of blue graph greater than 200?,No,"No, the sum is 145.",0.7
Sample 74,Squeezed Horizontally,Is the sum of first three value of blue graph greater than 200?,No,"Yes, the sum of the first three values of the blue graph (47 + 41 + 50) is 138, which is not greater than 200.",1.0
Sample 74,Downscaled,Is the sum of first three value of blue graph greater than 200?,No,"Yes, the sum is greater than 200.",0.0
Sample 74,Upscaled,Is the sum of first three value of blue graph greater than 200?,No,"No, the sum is 142 (47 + 45 + 50).",1.0
Sample 74,Increased Saturation,Is the sum of first three value of blue graph greater than 200?,No,"Yes, the sum is 147, which is not greater than 200.",0.0
Sample 74,Super Increased Saturation,Is the sum of first three value of blue graph greater than 200?,No,"No, the sum of the first three values of the blue graph is 141 (47 + 41 + 53).",1.0
Sample 74,Decreased Saturation,Is the sum of first three value of blue graph greater than 200?,No,"No, the sum of the first three values of the blue graph is 141 (47 + 50 + 44).",0.9
Sample 74,Super Decreased Saturation,Is the sum of first three value of blue graph greater than 200?,No,"No, the sum of the first three values of the blue graph (2003, 2006, 2009) is 47 + 45 + 48 = 140.",0.3
Sample 74,Increased Brightness,Is the sum of first three value of blue graph greater than 200?,No,"No, the sum of the first three values of the blue graph is 145 (47 + 50 + 48).",1.0
Sample 74,Super Increased Brightness,Is the sum of first three value of blue graph greater than 200?,No,"No, the sum is 130.",0.7
Sample 74,Decreased Brightness,Is the sum of first three value of blue graph greater than 200?,No,"Yes, the sum of the first three values of the blue graph is 145, which is less than 200.",0.0
Sample 74,Super Decreased Brightness,Is the sum of first three value of blue graph greater than 200?,No,"No, the sum is 141 (50 + 48 + 43).",1.0
Sample 74,Increased Contrast,Is the sum of first three value of blue graph greater than 200?,No,"No, the sum of the first three values of the blue graph (47, 50, 48) is 145.",1.0
Sample 74,Super Increased Contrast,Is the sum of first three value of blue graph greater than 200?,No,"No, the sum of the first three values of the blue graph (2003: 47, 2007: 50, 2008: 48) is 145.",0.7
Sample 74,Decreased Contrast,Is the sum of first three value of blue graph greater than 200?,No,"No, the sum of the first three values of the blue graph (47, 50, 48) is 145.",1.0
Sample 74,Super Decreased Contrast,Is the sum of first three value of blue graph greater than 200?,No,"Yes, the sum of the first three values of the blue graph is 143, which is not greater than 200.",0.0
Sample 74,Increased Sharpness,Is the sum of first three value of blue graph greater than 200?,No,"Yes, the sum of the first three values of the blue graph is 145, which is less than 200.",0.0
Sample 74,Super Increased Sharpness,Is the sum of first three value of blue graph greater than 200?,No,"Yes, the sum of the first three values of the blue graph (47, 50, 48) is 145, which is not greater than 200.",0.0
Sample 74,Decreased Sharpness,Is the sum of first three value of blue graph greater than 200?,No,"No, the sum of the first three values of the blue graph is 47 + 50 + 48 = 145, which is not greater than 200.",1.0
Sample 74,Super Decreased Sharpness,Is the sum of first three value of blue graph greater than 200?,No,"Yes, the sum of the first three values of the blue graph is \(50 + 48 + 54 = 152\), which is not greater than 200.",0.0
Sample 74,Inverted,Is the sum of first three value of blue graph greater than 200?,No,"No, the sum of the first three values of the blue graph (33, 30, 28) is 91, which is not greater than 200.",1.0
Sample 74,Super Sharp and Super Saturated,Is the sum of first three value of blue graph greater than 200?,No,"No, the sum is 145 (47 + 50 + 48).",1.0
Sample 75,Baseline,How many colored graph are used to represent the data?,2,There are two colored graphs used to represent the data.,1.0
Sample 75,Black and White,How many colored graph are used to represent the data?,2,Two colored lines are used to represent the data.,1.0
Sample 75,Vertically Stretched,How many colored graph are used to represent the data?,2,Two colored graphs are used.,1.0
Sample 75,Horizontally Stretched,How many colored graph are used to represent the data?,2,Two colored lines are used in the graph to represent the data.,0.0
Sample 75,Squeezed Vertically,How many colored graph are used to represent the data?,2,Two colored graphs are used.,0.6
Sample 75,Squeezed Horizontally,How many colored graph are used to represent the data?,2,There are two colored graphs used.,1.0
Sample 75,Downscaled,How many colored graph are used to represent the data?,2,Two colored graphs are used.,0.7
Sample 75,Upscaled,How many colored graph are used to represent the data?,2,Two colored graphs are used.,1.0
Sample 75,Increased Saturation,How many colored graph are used to represent the data?,2,Two colored graphs are used.,0.7
Sample 75,Super Increased Saturation,How many colored graph are used to represent the data?,2,There are two colored graphs.,1.0
Sample 75,Decreased Saturation,How many colored graph are used to represent the data?,2,Two colored graphs are used.,1.0
Sample 75,Super Decreased Saturation,How many colored graph are used to represent the data?,2,Two colored graphs are used.,1.0
Sample 75,Increased Brightness,How many colored graph are used to represent the data?,2,Two colored graphs are used: yellow and blue.,0.0
Sample 75,Super Increased Brightness,How many colored graph are used to represent the data?,2,Two colored lines are used.,1.0
Sample 75,Decreased Brightness,How many colored graph are used to represent the data?,2,Two colored graphs are used.,0.7
Sample 75,Super Decreased Brightness,How many colored graph are used to represent the data?,2,Two colored graphs are used.,0.9
Sample 75,Increased Contrast,How many colored graph are used to represent the data?,2,Two colored graphs are used.,1.0
Sample 75,Super Increased Contrast,How many colored graph are used to represent the data?,2,Two colored graphs are used.,1.0
Sample 75,Decreased Contrast,How many colored graph are used to represent the data?,2,Two colored graphs are used: one in green and one in blue.,0.0
Sample 75,Super Decreased Contrast,How many colored graph are used to represent the data?,2,Two colored graphs are used.,1.0
